temperature,rain_1h,snow_1h,clouds_percentage,population_density,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday,date_time_1,date_time_2,date_time_3,date_time_4
293.79,0.0,0.0,20,5728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
268.45,0.0,0.0,1,4759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
295.02,0.0,0.0,1,4836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
265.87,0.0,0.0,90,3055,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.55,0.0,0.0,90,4740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
291.13,0.0,0.0,1,3087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.55,0.0,0.0,90,392,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
268.9,0.0,0.0,64,409,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
265.35,0.0,0.0,75,2161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
278.62,0.0,0.0,90,427,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.22,0.0,0.0,75,4140,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275.08,0.0,0.0,1,5808,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.72,0.0,0.0,1,4987,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
283.79,0.0,0.0,90,6100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
261.53,0.0,0.0,90,516,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.72,0.0,0.0,90,234,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.23,0.0,0.0,1,2691,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
298.68,0.0,0.0,20,5640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
263.09,0.0,0.0,1,610,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.88,0.0,0.0,40,327,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
276.42,0.25,0.0,75,4790,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
289.82,0.0,0.0,40,5847,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
299.41,0.0,0.0,40,6085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
280.3,0.0,0.0,90,6556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
291.15,0.0,0.0,90,1227,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
286.14,0.25,0.0,92,4295,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
271.5,0.0,0.0,90,6857,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.46,5.08,0.0,76,439,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
290.51,0.0,0.0,1,912,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.44,0.0,0.0,5,3952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272.77,0.0,0.0,90,5406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
277.71,0.51,0.0,90,1309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
287.95,0.0,0.0,75,3063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271.01,0.0,0.0,1,6601,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.82,0.0,0.0,90,4211,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
297.14,0.0,0.0,40,4201,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275.89,0.0,0.0,75,839,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
281.4,0.0,0.0,90,3161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
299.14,0.0,0.0,0,6403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
270.28,0.0,0.0,90,446,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275.15,0.0,0.0,90,5984,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295.65,0.0,0.0,40,367,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.96,0.0,0.0,90,5768,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.74,2.16,0.0,48,961,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.11,0.0,0.0,88,5944,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
272.54,0.0,0.0,90,4200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
271.36,0.0,0.0,90,3893,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
289.63,0.0,0.0,90,5094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
260.62,0.0,0.0,1,271,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
298.98,0.0,0.0,68,426,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
299.73,0.0,0.0,1,4675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.08,0.0,0.0,90,6621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.69,0.0,0.0,90,4989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
290.37,0.51,0.0,90,6440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
279.95,0.0,0.0,90,2631,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.91,0.0,0.0,99,6181,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
257.33,0.0,0.0,64,4144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292.15,0.0,0.0,90,5982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
288.15,0.0,0.0,1,5835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.01,0.0,0.0,40,5227,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295.41,0.0,0.0,1,5919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
296.744,0.0,0.0,80,4961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
264.22,0.0,0.0,1,320,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
286.01,0.0,0.0,90,1654,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
283.91,0.0,0.0,1,330,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
286.44,0.0,0.0,1,5933,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.8,0.0,0.0,90,1142,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
258.35,0.0,0.0,1,5500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
276.96,0.0,0.0,90,4094,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
296.69,0.0,0.0,1,4547,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295.62,0.0,0.0,1,3393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
293.47,0.0,0.0,90,6133,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.15,0.0,0.0,90,873,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
266.88,0.0,0.0,90,2998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
253.0,0.0,0.0,1,505,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273.99,0.0,0.0,90,4969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
292.04,0.0,0.0,1,5529,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
296.37,0.0,0.0,40,5040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301.22,0.0,0.0,48,4899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
275.21,0.0,0.0,90,352,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
280.22,0.0,0.0,75,1513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
293.27,0.0,0.0,80,6266,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
289.36,0.0,0.0,90,516,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289.17,0.0,0.0,0,5565,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
285.22,0.0,0.0,75,1034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295.35,0.0,0.0,75,3251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.23,0.43,0.0,90,4954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
271.44,0.0,0.0,90,1162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274.98,0.0,0.0,90,1858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
260.02,0.0,0.0,1,3738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
275.22,0.0,0.0,75,3686,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
281.987,0.0,0.0,0,4060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.73,0.0,0.0,1,5476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.84,0.0,0.0,90,1952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
259.76,0.0,0.0,5,2953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295.86,0.0,0.0,40,2302,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.37,0.0,0.0,0,583,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272.96,0.0,0.0,90,1371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
279.62,0.0,0.0,1,344,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
282.512,0.0,0.0,0,4793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.459,0.0,0.0,8,5640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
282.53,0.0,0.0,1,1906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
301.15,0.0,0.0,40,6041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
270.8,0.0,0.0,90,5005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
266.02,0.0,0.0,20,3553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
269.23,0.0,0.0,90,3394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274.8,0.0,0.0,90,3391,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
272.56,0.0,0.0,75,1073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
258.22,0.0,0.0,1,914,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.83,0.0,0.0,90,6116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
258.38,0.0,0.0,20,4983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
282.94,0.0,0.0,5,2543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
283.57,0.0,0.0,1,6806,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
290.88,0.0,0.0,75,3898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286.63,0.0,0.0,92,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
298.84,0.0,0.0,90,4453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
296.92,0.0,0.0,1,4857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
288.21,3.18,0.0,20,3027,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
271.15,0.0,0.0,1,6200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
285.62,0.0,0.0,75,4503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.89,0.0,0.0,1,5639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
273.69,0.0,0.0,90,4526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
304.08,0.0,0.0,1,4488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
264.68,0.0,0.0,1,4758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286.28,0.0,0.0,5,3899,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
277.36,0.0,0.0,90,2122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
268.28,0.0,0.0,1,2177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
257.42,0.0,0.0,40,425,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
266.88,0.0,0.0,1,4772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.75,0.0,0.0,75,5329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
295.41,0.0,0.0,1,1051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
270.94,0.0,0.0,90,1799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
262.85,0.0,0.0,1,4683,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
289.08,0.0,0.0,75,504,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
271.25,0.0,0.0,90,4755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.01,0.0,0.0,90,1311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
262.97,0.0,0.0,40,4589,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
262.41,0.0,0.0,90,4550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
254.92,0.0,0.0,90,4345,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
268.82,0.0,0.0,1,5405,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295.29,0.0,0.0,1,750,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
295.28,1.21,0.0,90,4477,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
302.09,0.0,0.0,1,3350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284.95,0.47,0.0,68,2404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
283.46,0.0,0.0,1,2421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
276.21,0.0,0.0,90,1684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
277.17,0.25,0.0,1,5225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
254.82,0.0,0.0,1,3154,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
248.48,0.0,0.0,20,6106,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276.16,0.0,0.0,40,4776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.65,0.0,0.0,75,343,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289.8,0.0,0.0,90,355,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
294.58,0.0,0.0,40,4752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
257.71,0.0,0.0,90,571,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
299.0,0.0,0.0,75,4673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
295.63,0.0,0.0,1,3792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
249.75,0.0,0.0,1,5669,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
277.46,0.0,0.0,90,6029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
297.38,1.52,0.0,1,310,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
287.84,0.8,0.0,90,5417,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276.94,0.0,0.0,90,5987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
271.12,0.25,0.0,64,4132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
289.92,0.0,0.0,92,4434,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
284.881,0.0,0.0,12,4299,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273.94,0.0,0.0,75,2048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271.51,0.0,0.0,5,3073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294.86,0.0,0.0,1,2152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.86,0.0,0.0,90,2665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286.64,0.0,0.0,1,5917,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
251.65,0.0,0.0,1,467,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
263.63,0.0,0.0,40,2647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
296.09,0.28,0.0,12,5800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
287.87,0.0,0.0,90,1495,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
281.91,0.0,0.0,90,6128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.43,0.0,0.0,90,4003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
287.87,0.0,0.0,1,6471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
257.66,0.0,0.0,75,6179,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252.97,0.0,0.0,1,6250,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
288.75,0.0,0.0,1,5376,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
296.57,0.25,0.0,90,2969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274.59,0.0,0.0,64,2137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
288.38,0.0,0.0,88,5164,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
282.42,0.0,0.0,90,2888,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
268.74,0.0,0.0,1,3577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
270.36,0.0,0.0,40,1862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
280.96,0.0,0.0,90,4536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
300.29,0.0,0.0,44,5139,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
294.2,0.0,0.0,80,4936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285.29,1.02,0.0,90,2577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.68,0.0,0.0,5,5997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.95,0.0,0.0,40,485,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273.13,0.0,0.0,75,4780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
259.78,0.0,0.0,1,910,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.82,0.0,0.0,1,6180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
276.29,0.0,0.0,90,6555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
295.09,0.0,0.0,92,4663,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
285.58,0.0,0.0,40,5895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
293.26,2.16,0.0,90,536,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
267.3,0.0,0.0,90,1271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
302.57,0.0,0.0,20,4990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
299.26,0.0,0.0,1,3055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294.37,0.0,0.0,40,5902,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
283.32,0.25,0.0,76,5351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
261.72,0.0,0.0,90,2344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
287.05,0.0,0.0,1,2273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295.75,0.25,0.0,24,3174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
305.0,0.0,0.0,40,4973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.36,0.0,0.0,90,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
263.21,0.0,0.0,1,4959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.89,0.0,0.0,90,5665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.9,0.0,0.0,90,5065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
262.36,0.0,0.0,90,3996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
284.96,4.45,0.0,90,4170,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
285.08,0.0,0.0,90,6523,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280.07,0.0,0.0,90,326,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261.91,0.0,0.0,64,4441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.0,0.0,0.0,40,4690,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
293.86,0.0,0.0,90,4500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
277.22,0.0,0.0,1,6042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.27,0.0,0.0,1,4799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
298.46,0.0,0.0,24,6356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
265.34,0.0,0.0,40,4447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
259.11,0.0,0.0,90,371,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272.42,0.0,0.0,90,4755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.83,0.0,0.0,1,803,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
252.13,0.0,0.0,99,4929,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
296.28,0.0,0.0,1,6046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
266.79,0.0,0.0,75,1421,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
266.7,0.0,0.0,90,6656,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
267.98,0.0,0.0,90,1408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
299.44,0.25,0.0,1,4197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
264.05,0.0,0.0,1,2457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
291.58,0.0,0.0,1,4681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272.3,0.0,0.0,90,300,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.94,0.0,0.0,1,2857,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274.55,0.0,0.0,1,946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273.58,0.0,0.0,90,2913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294.13,0.0,0.0,88,2834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
268.64,0.0,0.0,64,4534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
290.95,0.0,0.0,1,4508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
273.93,0.0,0.0,90,2511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286.21,0.0,0.0,90,952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
255.28,0.0,0.0,1,2664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
282.91,0.0,0.0,20,614,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
282.22,0.0,0.0,90,2977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
254.99,0.0,0.0,40,2207,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
284.15,0.0,0.0,1,6476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
262.16,0.0,0.0,1,436,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.28,0.0,0.0,90,855,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275.15,0.0,0.0,1,5933,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.15,0.0,0.0,90,4872,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
