temperature,rain_1h,snow_1h,clouds_percentage,population_density,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday,date_time_1,date_time_2,date_time_3,date_time_4
291.94,0.0,0.0,1,1546,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
293.66,0.0,0.0,12,5758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286.82,0.0,0.0,90,598,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
285.73,0.85,0.0,90,5786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
292.47,0.0,0.0,48,5702,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
256.9,0.0,0.0,90,4437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
278.19,0.0,0.0,1,548,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
286.267,0.0,0.0,88,4566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.69,0.0,0.0,75,2534,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
262.02,0.0,0.0,57,5484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286.81,0.0,0.0,40,5027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.72,0.0,0.0,90,3260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
293.99,0.0,0.0,1,3209,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
294.65,0.0,0.0,1,1143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
297.29,0.0,0.0,0,4363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
293.82,0.0,0.0,0,3944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
252.46,0.0,0.0,1,3802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
298.08,0.25,0.0,40,5466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.62,0.0,0.0,90,2769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
288.27,0.0,0.0,40,5727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
267.08,0.0,0.0,75,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274.68,0.0,0.0,90,3780,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
287.9,0.0,0.0,1,5827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
295.12,0.0,0.0,8,1233,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
287.32,0.0,0.0,90,4016,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
300.82,0.0,0.0,90,3890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271.01,0.0,0.0,1,2261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
275.95,0.0,0.0,90,2617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.05,0.0,0.0,1,330,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
280.94,0.0,0.0,1,4574,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
278.89,0.0,0.0,75,4215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276.89,0.0,0.0,75,3968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
263.02,0.0,0.0,20,6091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
259.11,0.0,0.0,90,371,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
287.17,0.0,0.0,92,5317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272.23,0.0,0.0,40,4677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
280.81,0.91,0.0,76,2322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
289.81,0.3,0.0,40,2897,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
259.58,0.0,0.0,40,4562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
299.27,0.0,0.0,40,5794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.82,0.0,0.0,90,779,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
264.43,0.0,0.0,1,3031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
256.07,0.0,0.0,64,5542,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
278.209,0.0,0.0,12,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.45,0.0,0.0,1,3054,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
260.44,0.0,0.0,75,1536,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289.88,0.0,0.0,90,5212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
282.3,0.0,0.0,90,5770,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
292.19,0.0,0.0,75,4620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292.22,1.4,0.0,40,537,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269.89,0.0,0.0,90,5929,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
301.42,0.0,0.0,1,3488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
300.83,0.0,0.0,32,3902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
275.36,0.0,0.0,75,4881,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
263.15,0.0,0.0,40,3503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
289.6,0.0,0.0,75,5576,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
272.58,0.0,0.0,90,4092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
281.29,0.0,0.0,90,1430,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292.83,0.0,0.0,0,2451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
276.49,0.0,0.0,90,5207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
299.22,0.0,0.0,1,4017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
281.71,0.32,0.0,90,1393,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
282.9,0.0,0.0,90,4271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
279.568,0.0,0.0,0,4594,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
291.5,0.0,0.0,90,4780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
289.69,0.0,0.0,1,369,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275.8,0.0,0.0,1,4004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294.15,0.0,0.0,90,1237,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
290.36,0.0,0.0,1,410,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
290.94,0.38,0.0,75,4307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
289.81,0.0,0.0,40,5355,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
290.83,0.0,0.0,90,6623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286.58,0.0,0.0,90,5823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
271.33,0.51,0.0,1,2806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
266.98,1.78,0.0,90,3235,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.11,0.0,0.0,90,4455,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
279.68,0.0,0.0,1,3995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272.13,0.0,0.0,90,702,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273.65,0.0,0.0,1,835,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.91,0.0,0.0,1,2441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
278.29,0.0,0.0,1,288,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273.52,0.0,0.0,20,1564,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
293.7,0.0,0.0,90,3525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
260.02,0.0,0.0,1,832,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
284.62,0.0,0.0,1,2485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
288.06,0.0,0.0,1,1131,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269.15,0.0,0.0,1,4865,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
274.22,0.0,0.0,75,4990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
279.589,0.0,0.0,92,4466,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
277.56,0.0,0.0,1,5886,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
293.54,3.54,0.0,90,452,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269.74,0.0,0.0,90,5053,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
279.24,0.0,0.0,1,3522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272.65,0.0,0.0,1,259,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
257.18,0.0,0.0,64,795,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
296.74,2.29,0.0,90,3418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295.03,5.97,0.0,64,3216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
252.62,0.0,0.0,5,2488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294.06,0.0,0.0,1,5186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284.75,0.0,0.0,90,5858,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
293.42,0.0,0.0,90,4192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
297.51,0.0,0.0,75,4459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
264.15,0.0,0.0,1,1790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285.75,0.0,0.0,1,4661,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
294.57,0.0,0.0,1,501,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
299.11,0.0,0.0,75,4738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
276.94,0.0,0.0,90,3331,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
256.3,0.0,0.0,0,2964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
264.58,0.0,0.0,90,1428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272.64,0.0,0.0,20,5718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
285.05,0.0,0.0,1,329,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275.35,0.0,0.0,90,6125,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
254.85,0.0,0.0,1,2146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
293.07,0.0,0.0,20,413,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
259.4,0.0,0.0,90,2920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
291.08,0.51,0.0,1,2860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
256.42,0.0,0.0,75,4673,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
301.35,0.0,0.0,40,6107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
269.33,0.0,0.0,75,2874,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
293.22,0.0,0.0,1,497,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279.62,0.0,0.0,90,5889,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
261.48,0.0,0.0,1,418,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
283.76,0.0,0.0,1,1216,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
276.75,0.0,0.0,90,4409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
278.54,0.0,0.0,40,3892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
270.969,0.0,0.0,0,5589,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
278.08,0.0,0.0,90,4398,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
300.02,0.0,0.0,40,4388,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
290.82,0.64,0.0,90,5406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301.84,0.0,0.0,68,3503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292.14,1.78,0.0,5,2713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
293.34,0.0,0.0,75,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
260.79,0.0,0.0,1,3193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
297.43,0.0,0.0,75,5626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
274.08,0.0,0.0,90,990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
270.77,0.0,0.0,90,3528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274.75,0.0,0.0,90,3887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286.81,0.76,0.0,56,5747,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275.55,0.25,0.0,20,371,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272.62,0.0,0.0,1,544,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
285.59,0.0,0.0,20,895,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
272.08,0.0,0.0,75,478,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
278.6,0.0,0.0,1,918,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
292.47,0.0,0.0,75,5325,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276.41,0.0,0.0,75,5746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
283.88,0.0,0.0,75,3119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285.45,0.0,0.0,1,963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290.9,0.89,0.0,90,5095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294.01,0.0,0.0,1,890,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
258.03,0.0,0.0,1,2365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
281.42,0.0,0.0,90,3083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
296.29,0.0,0.0,1,4432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
296.53,0.0,0.0,40,4154,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295.98,1.0,0.0,40,2607,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
281.42,0.0,0.0,90,6505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
249.96,0.0,0.0,1,756,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
276.48,0.0,0.0,1,2058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
